Prel	liquid_fraction
0.92568	0.537588
0.925895	0.537039
0.925888	0.536487
0.925902	0.53593
0.925659	0.535379
0.925891	0.534822
0.925891	0.534261
0.925613	0.533706
0.925631	0.533154
0.925617	0.532604
0.925609	0.532056
0.925793	0.531503
0.925624	0.530951
0.925624	0.530399
0.925613	0.529847
0.925617	0.529295
0.925624	0.528741
0.925733	0.528182
0.925613	0.527622
0.925694	0.527059
0.925627	0.526494
0.925736	0.525924
0.925631	0.525353
0.925631	0.524781
0.925761	0.524203
0.925624	0.523625
0.925613	0.523047
0.925807	0.522462
0.925624	0.521877
0.925768	0.521287
0.92581	0.520692
0.925631	0.520098
0.925803	0.519499
0.925617	0.518902
0.925683	0.518305
